codigo;dist_centro;nome;longitude;latitude;peso;dist_cap;id_centro;id_cidade
3529104;6,9136075;Marin�polis;50,823056;-20,440556;955;553;5208;5139
3529203;0;Martin�polis;51,170833;-22,145833;12000;491;5140;5140
3529302;43,362484;Mat�o;48,365833;-21,603333;1600;279;4887;5141
3529401;80,043535;Mau�;46,461389;-23,667778;0;22;4898;5142
3529500;16,878542;Mendon�a;49,580833;-21,166667;1515;402;5102;5143
3529609;11,321147;Meridiano;50,173333;-20,359167;3620;508;4989;5144
3529658;51,69567;Mes�polis;50,638056;-19,966389;3994;573;5208;5145
3529708;33,808269;Miguel�polis;48,031944;-20,179444;2000;400;4905;5146
3529807;78,83745;Mineiros do Tiet�;48,450556;-22,409444;560;225;5080;5147
3529906;0;Miracatu;47,459722;-24,281389;2000;117;5148;5148
3530003;35,729787;Mira Estrela;50,137222;-19,979444;3687;536;4989;5149
3530102;0;Mirand�polis;51,101667;-21,133611;9120;532;5150;5150
3530201;0;Mirante do Paranapanema;51,906389;-22,291944;5710;558;5151;5151
3530300;25,243289;Mirassol;49,521111;-20,819167;3320;424;5406;5152
3530409;19,317649;Mirassol�ndia;49,463889;-20,616667;3000;436;5406;5153
3530508;37,688398;Mococa;47,004722;-21,467778;9000;233;4918;5154
3530607;85,041571;Moji das Cruzes;46,188333;-23,522778;530;46;5416;5155
3530706;60,557408;Mogi Gua�u;46,942222;-22,372222;1300;134;4920;5156
3530805;53,729348;Moji-Mirim;46,957778;-22,431944;1600;128;4920;5157
3530904;46,198175;Mombuca;47,566111;-22,929167;360;117;5084;5158
3531001;35,870748;Mon��es;50,091667;-20,850278;750;465;5005;5159
3531100;38,653716;Mongagu�;46,620833;-24,093056;0;60;5023;5160
3531209;33,235858;Monte Alegre do Sul;46,680833;-22,681944;650;96;4898;5161
3531308;34,711551;Monte Alto;48,496389;-21,261111;1500;317;4880;5162
3531407;17,602445;Monte Apraz�vel;49,714167;-20,7725;9100;442;5406;5163
3531506;17,495099;Monte Azul Paulista;48,641389;-20,907222;950;358;4880;5164
3531605;9,0857116;Monte Castelo;51,568611;-21,299444;3300;566;5429;5165
3531704;30,139242;Monteiro Lobato;45,839722;-22,956667;1150;105;5416;5166
3531803;26,519461;Monte Mor;47,315833;-22,946667;5850;96;4920;5167
3531902;52,266239;Morro Agudo;48,057778;-20,731389;1200;345;4878;5168
3532009;26,80579;Morungaba;46,791667;-22,88;790;76;4898;5169
3532058;59,301605;Motuca;48,151111;-21,508056;350;274;4887;5170
3532108;24,010864;Murutinga do Sul;51,2775;-20,993333;2790;556;5150;5171
3532157;53,237548;Nantes;51,236944;-22,620556;2000;482;5140;5172
3532207;46,581945;Narandiba;51,524444;-22,407222;3000;517;5140;5173
3532306;40,527936;Natividade da Serra;45,441944;-23,375556;3958;123;5416;5174
3532405;29,594415;Nazar� Paulista;46,395;-23,181111;3000;47;4898;5175
3532504;24,522438;Neves Paulista;49,629722;-20,846111;3670;430;5406;5176
3532603;33,917559;Nhandeara;50,038333;-20,694167;10665;472;5005;5177
3532702;34,605107;Nipo�;49,777778;-20,913333;2140;436;5406;5178
3532801;20,374191;Nova Alian�a;49,496111;-21,015833;1900;407;5102;5179
3532827;37,318875;Nova Campina;48,903611;-24,120833;98;240;5060;5180
3532843;19,811527;Nova Cana� Paulista;50,949167;-20,385833;1150;567;5208;5181
3532868;12,889369;Nova Castilho;50,343056;-20,763056;3200;491;5005;5182
3532900;29,585317;Nova Europa;48,560833;-21,778333;450;278;4887;5183
3533007;36,368468;Nova Granada;49,314167;-20,533889;15313;433;5406;5184
3533106;9,2004189;Nova Guataporanga;51,643889;-21,334444;700;571;5429;5185
3533205;31,945276;Nova Independ�ncia;51,49;-21,103889;1400;569;5429;5186
3533254;61,505007;Novais;48,918611;-20,992222;215;368;5190;5187
3533304;25,295814;Nova Luzit�nia;50,261667;-20,856111;1630;478;5005;5188
3533403;27,984298;Nova Odessa;47,295833;-22,7775;615;109;4920;5189
3533502;0;Novo Horizonte;49,220833;-21,468056;3320;352;5190;5190
3533601;23,384259;Nuporanga;47,730556;-20,730833;3812;332;4878;5191
3533700;37,386994;Ocau�u;49,922778;-22,438889;793;359;5002;5192
3533809;28,380202;�leo;49,341944;-22,941389;2100;285;5246;5193
3533908;77,412901;Ol�mpia;48,914722;-20,737222;2004;390;5406;5194
3534005;36,958468;Onda Verde;49,295278;-20,6;1527;426;5406;5195
3534104;26,906711;Oriente;50,090833;-22,152778;250;387;5200;5196
3534203;17,165802;Orindi�va;49,351389;-20,182222;1359;467;5224;5197
3534302;36,671816;Orl�ndia;47,886667;-20,720278;600;339;4878;5198
3534401;59,787631;Osasco;46,791667;-23,5325;0;16;5084;5199
3534500;0;Oscar Bressane;50,281389;-22,318333;5501;398;5200;5200
3534609;49,16116;Osvaldo Cruz;50,878611;-21,796667;750;477;5140;5201
3534708;29,0749;Ourinhos;49,870556;-22,978889;1120;337;5376;5202
3534757;34,143781;Ouroeste;50,372222;-20,000556;3940;551;4989;5203
3534807;18,043539;Ouro Verde;51,700278;-21,489444;1950;569;5429;5204
3534906;37,88639;Pacaembu;51,260556;-21,562222;2020;524;5429;5205
3535002;34,614647;Palestina;49,433056;-20,39;11030;454;5406;5206
3535101;61,062991;Palmares Paulista;48,800833;-21,083056;115;352;5190;5207
3535200;0;Palmeira d'Oeste;50,761944;-20,416389;10564;549;5208;5208
3535309;52,747972;Palmital;50,2175;-22,788889;950;376;5200;5209
3535408;30,07783;Panorama;51,859722;-21,356389;1600;590;5429;5210
3535507;32,056364;Paragua�u Paulista;50,575833;-22,412778;5271;423;5200;5211
3535606;41,477303;Paraibuna;45,662222;-23,386111;440;101;5416;5212
3535705;68,361559;Para�so;48,773611;-21,016389;258;356;5190;5213
3535804;71,953874;Paranapanema;48,722778;-23,388611;4370;214;5067;5214
3535903;39,371555;Paranapu�;50,585833;-20,103333;3749;559;5208;5215
3536000;58,831545;Parapu�;50,771667;-21,768056;440;469;5140;5216
3536109;37,872507;Pardinho;48,373611;-23,081111;1640;185;4949;5217
3536208;12,491168;Pariquera-A�u;47,881111;-24,715;200;181;5091;5218
3536257;24,267298;Parisi;50,014722;-20,303611;2690;501;4989;5219
3536307;0;Patroc�nio Paulista;47,281667;-20,639444;5719;329;5220;5220
3536406;27,84028;Paulic�ia;51,830556;-21,317778;1950;589;5429;5221
3536505;18,699099;Paul�nia;47,154167;-22,761111;97;102;4920;5222
3536570;39,341137;Paulist�nia;49,402778;-22,578333;815;303;5376;5223
3536604;0;Paulo de Faria;49,383333;-20,030833;4500;482;5224;5224
3536703;56,228664;Pederneiras;48,775;-22,351667;1050;256;4887;5225
3536802;20,372126;Pedra Bela;46,443056;-22,793056;1680;86;4898;5226
3536901;14,767438;Pedran�polis;50,110278;-20,2475;6173;512;4989;5227
3537008;25,263255;Pedregulho;47,476667;-20,256944;2609;375;4905;5228
3537107;43,623187;Pedreira;46,901389;-22,741944;930;93;4898;5229
3537156;76,305611;Pedrinhas Paulista;50,793889;-22,815;300;433;5200;5230
3537206;23,021727;Pedro de Toledo;47,232778;-24,274722;157;101;5148;5231
3537305;26,173855;Pen�polis;50,0775;-21,419722;5190;425;5278;5232
3537404;0;Pereira Barreto;51,109167;-20,638333;5750;563;5233;5233
3537503;7,6427659;Pereiras;47,975833;-23,076111;2000;147;4949;5234
3537602;46,968377;Peru�be;46,998333;-24,32;45;93;5148;5235
3537701;76,909797;Piacatu;50,599167;-21,592222;600;462;5278;5236
3537800;65,094827;Piedade;47,427778;-23,711944;2543;83;5067;5237
3537909;42,213504;Pilar do Sul;47,716389;-23,813056;5080;114;5067;5238
3538006;14,895253;Pindamonhangaba;45,461667;-22,923889;4987;139;5416;5239
3538105;45,179231;Pindorama;48,907222;-21,185833;434;351;5190;5240
3538204;19,822785;Pinhalzinho;46,590556;-22,779444;1800;85;4898;5241
3538303;12,639417;Piquerobi;51,728611;-21,8675;2215;555;5345;5242
3538501;55,849978;Piquete;45,176111;-22,613611;1940;182;4962;5243
3538600;21,977802;Piracaia;46,358056;-23,053889;4000;62;4898;5244
3538709;0;Piracicaba;47,649167;-22,725278;5575;138;5245;5245
3538808;0;Piraju;49,383889;-23,193611;4780;284;5246;5246
3538907;31,237736;Piraju�;49,457222;-21,998611;1850;337;5002;5247
3539004;24,354598;Pirangi;48,657778;-21,091389;350;343;4880;5248
3539103;33,732194;Pirapora do Bom Jesus;47,002222;-23,396944;0;41;5084;5249
3539202;36,826469;Pirapozinho;51,5;-22,275278;4700;519;5140;5250
3539301;22,453544;Pirassununga;47,425833;-21,996111;2700;190;4963;5251
3539400;79,379653;Piratininga;49,134722;-22,412778;580;285;5036;5252
3539509;27,562261;Pitangueiras;48,221667;-21,009444;800;325;4880;5253
3539608;62,089857;Planalto;49,929167;-21,034444;1100;439;5005;5254
3539707;36,412464;Platina;50,203889;-22,637778;430;379;5200;5255
3539806;98,078506;Po�;46,344722;-23,528056;9;30;5416;5256
3539905;25,332328;Poloni;49,823611;-20,785278;2950;449;5406;5257
3540002;25,918739;Pomp�ia;50,171667;-22,108611;1540;396;5200;5258
3540101;33,439629;Ponga�;49,366667;-21,736389;443;345;5190;5259
3540200;49,192542;Pontal;48,037222;-21,0225;250;315;4878;5260
3540259;25,018844;Pontalinda;50,523333;-20,440833;5576;529;5208;5261
3540309;23,950257;Pontes Gestal;49,703333;-20,166667;1250;491;4934;5262
3540408;49,493532;Populina;50,5375;-19,932778;5559;568;4989;5263
3540507;21,354358;Porangaba;48,125;-23,175833;3684;158;4949;5264
3540606;23,616274;Porto Feliz;47,523889;-23,214722;7750;98;5084;5265
3540705;15,510098;Porto Ferreira;47,479167;-21,853889;500;207;4963;5266
3540754;39,449318;Potim;45,251389;-22,842778;820;162;4962;5267
3540804;32,314152;Potirendaba;49,377222;-21,042778;7010;396;5102;5268
3540853;33,910556;Pracinha;51,086667;-21,851111;450;494;5140;5269
3540903;78,02735;Prad�polis;48,065556;-21,359444;140;283;4887;5270
3541000;14,942417;Praia Grande;46,402778;-24,005833;0;56;5023;5271
3541059;33,030228;Prat�nia;48,666111;-22,808333;1650;223;5080;5272
3541109;25,608266;Presidente Alves;49,438056;-22,1;700;329;5002;5273
3541208;19,573089;Presidente Bernardes;51,553056;-22,006111;5400;533;5345;5274
3541307;0;Presidente Epit�cio;52,115556;-21,763333;6658;597;5275;5275
3541406;39,268105;Presidente Prudente;51,388889;-22,125556;3950;513;5345;5276
3541505;24,479162;Presidente Venceslau;51,843889;-21,876111;4458;566;5345;5277
3541604;0;Promiss�o;49,858056;-21,536667;12147;399;5278;5278
3541653;31,927887;Quadra;48,054722;-23,299444;2166;148;4949;5279
3541703;49,956362;Quat�;50,698333;-22,2475;2271;441;5140;5280
3541802;49,108313;Queiroz;50,240278;-21,798889;420;418;5278;5281
3541901;62,746951;Queluz;44,773889;-22,536944;4300;221;4962;5282
3542008;27,47503;Quintana;50,3075;-22,0725;280;411;5200;5283
3542107;36,489645;Rafard;47,526944;-23,011667;100;109;5084;5284
3542206;30,072456;Rancharia;50,893056;-22,229167;8507;461;5140;5285
3542305;26,823714;Reden��o da Serra;45,536667;-23,266944;4958;117;5416;5286
3542404;15,977929;Regente Feij�;51,302778;-22,221389;1390;501;5140;5287
3542503;43,418622;Regin�polis;49,225278;-21,888056;770;323;5036;5288
3542602;27,879044;Registro;47,843611;-24,4875;1330;161;5091;5289
3542701;21,317424;Restinga;47,482778;-20,603333;729;338;5220;5290
3542800;0;Ribeira;49,008889;-24,656944;740;271;5291;5291
3542909;23,626029;Ribeir�o Bonito;48,176111;-22,066667;1480;228;4887;5292
3543006;54,942844;Ribeir�o Branco;48,765556;-24,220833;460;229;5060;5293
3543105;38,014902;Ribeir�o Corrente;47,590278;-20,456944;1045;356;5220;5294
3543204;20,311896;Ribeir�o do Sul;49,933611;-22,784167;641;348;5376;5295
3543238;15,871134;Ribeir�o dos �ndios;51,651389;-21,975833;4600;544;5345;5296
3543253;82,767455;Ribeir�o Grande;48,365278;-24,099167;690;186;5060;5297
3543303;85,393731;Ribeir�o Pires;46,413333;-23,710556;0;29;4898;5298
3543402;39,5175;Ribeir�o Preto;47,810278;-21,1775;900;289;4878;5299
3543501;70,748656;Riversul;49,429167;-23,828333;2364;287;5246;5300
3543600;32,389989;Rifaina;47,421389;-20,080556;1677;392;4905;5301
3543709;55,919826;Rinc�o;48,070833;-21,586944;1300;263;4887;5302
3543808;65,761472;Rin�polis;50,722222;-21,725833;920;466;5140;5303
3543907;56,763246;Rio Claro;47,561389;-22,411389;1470;158;4963;5304
3544004;13,853309;Rio das Pedras;47,606111;-22,843333;573;126;5245;5305
3544103;89,327945;Rio Grande da Serra;46,398333;-23,744167;0;33;4898;5306
3544202;26,745999;Riol�ndia;49,681944;-19,980833;2890;505;4934;5307
3544251;0;Rosana;53,059167;-22,579722;5120;667;5308;5308
3544301;40,458224;Roseira;45,305278;-22,898056;3800;154;4962;5309
3544400;93,695547;Rubi�cea;50,726667;-21,300556;790;489;5278;5310
3544509;36,370868;Rubin�ia;51,002222;-20,179444;1490;585;5208;5311
3544608;46,67706;Sabino;49,578333;-21,459722;521;381;5102;5312
3544707;36,618243;Sagres;50,956111;-21,883611;800;481;5140;5313
3544806;38,365337;Sales;49,485278;-21,341111;1550;382;5102;5314
3544905;29,456952;Sales Oliveira;47,838056;-20,771944;4000;331;4878;5315
3545001;63,640042;Sales�polis;45,846389;-23,532222;838;81;5416;5316
3545100;66,273643;Salmour�o;50,860556;-21,624167;274;484;5140;5317
3545159;13,798841;Saltinho;47,676944;-22,846667;645;132;5245;5318
3545209;7,1542352;Salto;47,286944;-23,200833;900;77;5084;5319
3545308;49,299989;Salto de Pirapora;47,573333;-23,648889;2042;96;5067;5320
3545407;29,971523;Salto Grande;49,985556;-22,892778;790;350;5376;5321
3545506;70,036666;Sandovalina;51,763056;-22,456111;1800;539;5140;5322
3545605;49,908106;Santa Ad�lia;48,804167;-21,242778;830;339;5190;5323
3545704;42,908749;Santa Albertina;50,727778;-20,031944;7638;575;5208;5324
3545803;39,918364;Santa B�rbara d'Oeste;47,413611;-22,753611;650;119;4920;5325
3546009;53,146647;Santa Branca;45,883889;-23,396667;862;79;5416;5326
3546108;39,763508;Santa Clara d'Oeste;50,926389;-20,093889;1607;586;5208;5327
3546207;31,457818;Santa Cruz da Concei��o;47,451944;-22,140278;500;177;4963;5328
3546256;13,127158;Santa Cruz da Esperan�a;47,429722;-21,290833;260;263;4918;5329
3546306;61,628388;Santa Cruz das Palmeiras;47,248611;-21,826944;1000;201;4918;5330
3546405;20,160507;Santa Cruz do Rio Pardo;49,6325;-22,898889;5496;315;5376;5331
3546504;55,93354;Santa Ernestina;48,390833;-21,462778;50;293;5036;5332
3546603;28,52284;Santa F� do Sul;50,925833;-20,211111;1944;577;5208;5333
3546702;62,165505;Santa Gertrudes;47,530278;-22,456667;30;152;4963;5334
3546801;75,324383;Santa Isabel;46,221389;-23,315556;858;50;5416;5335
3546900;46,60718;Santa L�cia;48,084167;-21,685;200;254;4887;5336
3547007;52,155191;Santa Maria da Serra;48,160556;-22,567222;1895;190;4949;5337
3547106;19,427992;Santa Mercedes;51,755278;-21,350833;960;580;5429;5338
3547205;18,535786;Santana da Ponte Pensa;50,797222;-20,253056;2045;564;5208;5339
3547304;43,789756;Santana de Parna�ba;46,917778;-23,444167;0;31;5084;5340
3547403;31,159803;Santa Rita d'Oeste;50,83;-20,143611;2427;574;5208;5341
3547502;51,621831;Santa Rita do Passa Quatro;47,478056;-21,710278;2300;221;4918;5342
3547601;22,798268;Santa Rosa de Viterbo;47,363056;-21,472778;5515;242;4918;5343
3547650;20,579548;Santa Salete;50,688333;-20,244722;3214;556;5208;5344
3547700;0;Santo Anast�cio;51,610278;-21,838333;20000;545;5345;5345
3547809;79,18778;Santo Andr�;46,538333;-23,663889;0;16;4898;5346
3547908;26,28264;Santo Ant�nio da Alegria;47,151111;-21,086944;3650;278;4918;5347
3548005;36,326359;Santo Ant�nio de Posse;46,919444;-22,606111;240;108;4920;5348
3548054;35,007918;Santo Ant�nio do Aracangu�;50,495556;-20,936667;5880;492;5005;5349
3548104;25,429146;Santo Ant�nio do Jardim;46,746667;-22,192778;550;150;5360;5350
3548203;24,726103;Santo Ant�nio do Pinhal;45,6625;-22,827222;188;128;5416;5351
3548302;22,553049;Santo Expedito;51,392222;-21,850556;1800;524;5345;5352
3548401;67,361841;Sant�polis do Aguape�;50,500278;-21,6375;170;450;5278;5353
3548500;8,627598;Santos;46,333611;-23,960833;0;55;5023;5354
3548609;41,628286;S�o Bento do Sapuca�;45,730833;-22,688889;1255;133;5416;5355
3548708;82,557299;S�o Bernardo do Campo;46,565;-23,693889;0;18;4898;5356
3548807;74,651056;S�o Caetano do Sul;46,551111;-23,623056;0;12;4898;5357
3548906;30,71514;S�o Carlos;47,890833;-22,0175;4000;213;4963;5358
3549003;9,3180923;S�o Francisco;50,696667;-20,359167;2171;548;5208;5359
3549102;0;S�o Jo�o da Boa Vista;46,798056;-21,969167;5000;176;5360;5360
3549201;40,13185;S�o Jo�o das Duas Pontes;50,378056;-20,389444;2600;521;5208;5361
3549250;15,040597;S�o Jo�o de Iracema;50,352222;-20,513333;5940;510;5005;5362
3549300;15,986792;S�o Jo�o do Pau d'Alho;51,665833;-21,268056;2980;576;5429;5363
3549409;44,428943;S�o Joaquim da Barra;47,854722;-20,581389;2000;352;4878;5364
3549508;33,641611;S�o Jos� da Bela Vista;47,64;-20,593056;3344;343;4878;5365
3549607;61,756883;S�o Jos� do Barreiro;44,577778;-22,645;4100;233;4962;5366
3549706;55,857341;S�o Jos� do Rio Pardo;46,888611;-21,595556;5200;218;4918;5367
3549805;41,250463;S�o Jos� do Rio Preto;49,379444;-20,819722;5100;414;5102;5368
3549904;37,962562;S�o Jos� dos Campos;45,886944;-23,179444;13900;87;5416;5369
3549953;70,956181;S�o Louren�o da Serra;46,9425;-23,8525;0;46;5148;5370
3550001;33,184925;S�o Lu�s do Paraitinga;45,31;-23,221667;9350;140;5416;5371
3550100;41,475713;S�o Manuel;48,570556;-22,731111;3200;218;5080;5372
3550209;32,387682;S�o Miguel Arcanjo;47,997222;-23,878333;5780;144;5067;5373
3550308;66,936772;S�o Paulo;46,636111;-23,5475;0;0;4898;5374
3550407;33,535686;S�o Pedro;47,913889;-22,548611;5435;171;5245;5375
3550506;0;S�o Pedro do Turvo;49,739722;-22,746944;6635;330;5376;5376
3550605;33,891936;S�o Roque;47,135278;-23,529167;805;51;5084;5377
3550704;82,938664;S�o Sebasti�o;45,409722;-23,76;137;127;5416;5378
3550803;69,613477;S�o Sebasti�o da Grama;46,820833;-21,710556;4000;204;4918;5379
3550902;34,161301;S�o Sim�o;47,550833;-21,479167;1530;248;4918;5380
3551009;14,17453;S�o Vicente;46,391944;-23,963056;0;52;5023;5381
3551108;23,8966;Sarapu�;47,824722;-23,640556;3580;122;5067;5382
3551207;13,23381;Sarutai�;49,480278;-23,273056;860;292;5246;5383
3551306;45,742967;Sebastian�polis do Sul;49,921111;-20,655;1750;466;5005;5384
3551405;46,727717;Serra Azul;47,565556;-21,310833;900;266;4878;5385
3551504;35,640147;Serrana;47,595556;-21,211389;650;277;4878;5386
3551603;41,138133;Serra Negra;46,700556;-22,612222;800;104;4898;5387
3551702;50,233427;Sert�ozinho;47,990278;-21,137778;1000;301;4878;5388
3551801;34,769458;Sete Barras;47,925556;-24,387778;1200;161;5091;5389
3551900;85,130407;Sever�nia;48,802778;-20,809444;730;377;5190;5390
3552007;46,901313;Silveiras;44,852778;-22,664444;6250;207;4962;5391
3552106;40,125593;Socorro;46,528889;-22,591389;4600;106;4898;5392
3552205;61,489432;Sorocaba;47,458056;-23,501667;857;84;5067;5393
3552304;20,146711;Sud Mennucci;50,923889;-20,690833;3098;544;5233;5394
3552403;23,080285;Sumar�;47,266944;-22,821944;450;103;4920;5395
3552502;96,197925;Suzano;46,310833;-23,5425;192;33;5416;5396
3552551;17,587951;Suzan�polis;51,024722;-20,501389;2440;565;5233;5397
3552601;59,378722;Tabapu�;49,031667;-20,964167;3200;378;5190;5398
3552700;15,306856;Tabatinga;48,6875;-21,716667;1300;293;5036;5399
3552809;65,594007;Tabo�o da Serra;46,791667;-23,626111;0;18;5084;5400
3552908;29,55145;Taciba;51,284722;-22,389722;5500;494;5140;5401
3553005;28,846686;Tagua�;49,408889;-23,451944;2400;283;5246;5402
3553104;21,9634;Taia�u;48,5125;-21,144444;750;329;4880;5403
3553203;19,611706;Tai�va;48,451667;-21,123889;420;327;4880;5404
3553302;47,895279;Tamba�;47,274444;-21,705;3300;214;4918;5405
3553401;0;Tanabi;49,649167;-20,626389;19600;449;5406;5406
3553500;69,268395;Tapira�;47,507222;-23,963611;658;100;5067;5407
3553609;61,419042;Tapiratiba;46,748611;-21,468333;2900;231;4918;5408
3553658;15,38861;Taquaral;48,410278;-21,071944;100;329;4880;5409
3553708;50,862433;Taquaritinga;48,504722;-21,406111;500;305;4880;5410
3553807;40,350663;Taquarituba;49,244444;-23,533056;1700;266;5246;5411
3553856;45,701047;Taquariva�;48,693056;-23,924444;620;214;5060;5412
3553906;43,616206;Tarabai;51,559167;-22,3025;1200;524;5140;5413
3553955;56,510661;Tarum�;50,577222;-22,746667;120;413;5200;5414
3554003;33,014869;Tatu�;47,856944;-23,355556;8161;127;5067;5415
3554102;0;Taubat�;45,555278;-23,026389;18106;125;5416;5416
3554201;16,60894;Tejup�;49,376389;-23,342778;2800;281;5246;5417
3554300;37,904338;Teodoro Sampaio;52,1675;-22,5325;4985;578;5151;5418
3554409;23,66729;Terra Roxa;48,329722;-20,788889;397;352;4880;5419
3554508;31,773085;Tiet�;47,714722;-23,101944;1000;121;4949;5420
3554607;22,812045;Timburi;49,606667;-23,205278;1890;306;5246;5421
3554656;31,694811;Torre de Pedra;48,194722;-23,244444;748;163;4949;5422
3554706;62,923753;Torrinha;48,169167;-22,426111;2100;200;5245;5423
3554755;7,8990722;Trabiju;48,335556;-22,041667;500;241;4887;5424
3554805;7,5930926;Trememb�;45,549444;-22,958333;2578;129;5416;5425
3554904;24,211639;Tr�s Fronteiras;50,890278;-20,235;2344;573;5208;5426
3554953;21,65333;Tuiuti;46,693611;-22,816389;5000;81;4898;5427
3555000;48,918552;Tup�;50,513611;-21,934722;2000;437;5200;5428
3555109;0;Tupi Paulista;51,570556;-21,381111;3500;562;5429;5429
3555208;41,197823;Turi�ba;50,1075;-20,933333;1800;460;5005;5430
3555307;50,353681;Turmalina;50,476111;-20,051667;4305;555;5208;5431
3555356;12,903772;Ubarana;49,7175;-21,165556;1100;413;5102;5432
3555406;41,568533;Ubatuba;45,071111;-23,433889;142;160;4962;5433
3555505;25,733763;Ubirajara;49,663056;-22,526667;1332;330;5376;5434
3555604;54,479165;Uchoa;49,174722;-20,952778;1000;389;5102;5435
3555703;55,026567;Uni�o Paulista;49,897222;-20,887222;1520;447;5005;5436
3555802;22,637416;Ur�nia;50,643056;-20,246111;6022;552;5208;5437
3555901;46,772943;Uru;49,280833;-21,783889;107;335;5036;5438
3556008;44,521541;Urup�s;49,29;-21,201667;1930;377;5102;5439
3556107;22,611472;Valentim Gentil;50,0875;-20,422222;3400;497;4989;5440
3556206;9,8284297;Valinhos;46,995833;-22,970556;200;74;4920;5441
3556305;26,368911;Valpara�so;50,868333;-21,227778;940;506;5150;5442
3556354;14,900781;Vargem;46,413611;-22,888889;1500;76;4898;5443
3556404;75,107984;Vargem Grande do Sul;46,893611;-21,832222;2330;192;4918;5444
3556453;46,883342;Vargem Grande Paulista;47,026389;-23,603333;0;40;5084;5445
3556503;41,512521;V�rzea Paulista;46,828333;-23,211389;8;42;4920;5446
3556602;16,849312;Vera Cruz;49,819444;-22,219722;1000;358;5002;5447
3556701;16,355394;Vinhedo;46,975278;-23,029722;120;67;4920;5448
3556800;20,752007;Viradouro;48,296944;-20,873056;520;342;4880;5449
3556909;29,107444;Vista Alegre do Alto;48,629167;-21,170556;100;334;4880;5450
3556958;37,883844;Vit�ria Brasil;50,484444;-20,196667;1155;544;5208;5451
3557006;62,925388;Votorantim;47,437778;-23,546667;1425;82;5067;5452
3557105;32,446221;Votuporanga;49,972778;-20,422778;8730;488;4989;5453
3557154;55,26737;Zacarias;50,050833;-21,052222;2200;447;5005;5454
3557204;32,619758;Chavantes;49,709444;-23,038889;380;319;5376;5455
3557303;71,536723;Estiva Gerbi;46,944722;-22,271389;300;145;4920;5456
3599919;0;Santo Amaro;0;0;0;0;0;0
